sku,meta:_sku,post_title,post_status,post_type,Type: product_type,tax:product_type,tax:product_cat,tax:product_tag,regular_price,sale_price,meta:_price,manage_stock,stock_status,images,attribute:pa_style,attribute_default:pa_style,attribute_data:pa_style,attribute:pa_sex,attribute_default:pa_sex,attribute_data:pa_sex,attribute:pa_color,attribute_default:pa_color,attribute_data:pa_color,attribute:pa_size,attribute_default:pa_size,attribute_data:pa_size,attribute:pa_material,attribute_data:pa_material,attribute:pa_print,attribute_data:pa_print,attribute:pa_wash,attribute_data:pa_wash,attribute:pa_default_style,attribute_data:pa_default_style,meta:_wc_average_rating,meta:_wc_rating_count,meta:_wc_review_count,meta:_stock_status,post_content,post_excerpt
ART-0380-HD,ART-0380-HD,این زندگی توست,publish,product,product,variable,سریال و فیلم باز>فیلم,#David_Fincher|#Fight_club,120000,,120000,no,instock,ART-0380-TS-color1.jpg|ART-0380-TS-color1-men.jpg|ART-0380-TS-color1-women.jpg|ART-0380-TS-color2.jpg|ART-0380-TS-color2-men.jpg|ART-0380-TS-color2-women.jpg|ART-0380-TS-color3.jpg|ART-0380-TS-color3-men.jpg|ART-0380-TS-color3-women.jpg|ART-0380-TS-color4.jpg|ART-0380-TS-color4-men.jpg|ART-0380-TS-color4-women.jpg|ART-0380-TS-color5.jpg|ART-0380-TS-color5-men.jpg|ART-0380-TS-color5-women.jpg|ART-0380-TS-color6.jpg|ART-0380-TS-color6-men.jpg|ART-0380-TS-color6-women.jpg|ART-0380-TS-color7.jpg|ART-0380-TS-color7-men.jpg|ART-0380-TS-color7-women.jpg|ART-0380-HD-color8.jpg|ART-0380-HD-color8-men.jpg|ART-0380-HD-color8-women.jpg|ART-0380-HD-color2.jpg|ART-0380-HD-color2-men.jpg|ART-0380-HD-color2-women.jpg|ART-0380-HD-color5.jpg|ART-0380-HD-color5-men.jpg|ART-0380-HD-color5-women.jpg|ART-0380-HD-color9.jpg|ART-0380-HD-color9-men.jpg|ART-0380-HD-color9-women.jpg|ART-0380-HD-color10.jpg|ART-0380-HD-color10-men.jpg|ART-0380-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,5.0,2,2,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0430-HD,ART-0430-HD,خواب سوشی,publish,product,product,variable,شکم باز>غذا و تنقلات,#سوشی|#خواب,120000,,120000,no,instock,ART-0430-TS-color1.jpg|ART-0430-TS-color1-men.jpg|ART-0430-TS-color1-women.jpg|ART-0430-TS-color2.jpg|ART-0430-TS-color2-men.jpg|ART-0430-TS-color2-women.jpg|ART-0430-TS-color3.jpg|ART-0430-TS-color3-men.jpg|ART-0430-TS-color3-women.jpg|ART-0430-TS-color4.jpg|ART-0430-TS-color4-men.jpg|ART-0430-TS-color4-women.jpg|ART-0430-TS-color5.jpg|ART-0430-TS-color5-men.jpg|ART-0430-TS-color5-women.jpg|ART-0430-TS-color6.jpg|ART-0430-TS-color6-men.jpg|ART-0430-TS-color6-women.jpg|ART-0430-TS-color7.jpg|ART-0430-TS-color7-men.jpg|ART-0430-TS-color7-women.jpg|ART-0430-HD-color8.jpg|ART-0430-HD-color8-men.jpg|ART-0430-HD-color8-women.jpg|ART-0430-HD-color2.jpg|ART-0430-HD-color2-men.jpg|ART-0430-HD-color2-women.jpg|ART-0430-HD-color5.jpg|ART-0430-HD-color5-men.jpg|ART-0430-HD-color5-women.jpg|ART-0430-HD-color9.jpg|ART-0430-HD-color9-men.jpg|ART-0430-HD-color9-women.jpg|ART-0430-HD-color10.jpg|ART-0430-HD-color10-men.jpg|ART-0430-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,نارنجی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0431-HD,ART-0431-HD,سمفونی پنگوئن‌ها,publish,product,product,variable,موزیک باز>سازها,#پنگوئن|#پیانو,120000,,120000,no,instock,ART-0431-TS-color1.jpg|ART-0431-TS-color1-men.jpg|ART-0431-TS-color1-women.jpg|ART-0431-TS-color2.jpg|ART-0431-TS-color2-men.jpg|ART-0431-TS-color2-women.jpg|ART-0431-TS-color3.jpg|ART-0431-TS-color3-men.jpg|ART-0431-TS-color3-women.jpg|ART-0431-TS-color4.jpg|ART-0431-TS-color4-men.jpg|ART-0431-TS-color4-women.jpg|ART-0431-TS-color5.jpg|ART-0431-TS-color5-men.jpg|ART-0431-TS-color5-women.jpg|ART-0431-TS-color6.jpg|ART-0431-TS-color6-men.jpg|ART-0431-TS-color6-women.jpg|ART-0431-TS-color7.jpg|ART-0431-TS-color7-men.jpg|ART-0431-TS-color7-women.jpg|ART-0431-HD-color8.jpg|ART-0431-HD-color8-men.jpg|ART-0431-HD-color8-women.jpg|ART-0431-HD-color2.jpg|ART-0431-HD-color2-men.jpg|ART-0431-HD-color2-women.jpg|ART-0431-HD-color5.jpg|ART-0431-HD-color5-men.jpg|ART-0431-HD-color5-women.jpg|ART-0431-HD-color9.jpg|ART-0431-HD-color9-men.jpg|ART-0431-HD-color9-women.jpg|ART-0431-HD-color10.jpg|ART-0431-HD-color10-men.jpg|ART-0431-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.8,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0432-HD,ART-0432-HD,آخ انگشت کوچیکه پام,publish,product,product,variable,تفریح و فان>فان,#فریاد|#فان,120000,,120000,no,instock,ART-0432-TS-color1.jpg|ART-0432-TS-color1-men.jpg|ART-0432-TS-color1-women.jpg|ART-0432-TS-color2.jpg|ART-0432-TS-color2-men.jpg|ART-0432-TS-color2-women.jpg|ART-0432-TS-color3.jpg|ART-0432-TS-color3-men.jpg|ART-0432-TS-color3-women.jpg|ART-0432-TS-color4.jpg|ART-0432-TS-color4-men.jpg|ART-0432-TS-color4-women.jpg|ART-0432-TS-color5.jpg|ART-0432-TS-color5-men.jpg|ART-0432-TS-color5-women.jpg|ART-0432-TS-color6.jpg|ART-0432-TS-color6-men.jpg|ART-0432-TS-color6-women.jpg|ART-0432-TS-color7.jpg|ART-0432-TS-color7-men.jpg|ART-0432-TS-color7-women.jpg|ART-0432-HD-color8.jpg|ART-0432-HD-color8-men.jpg|ART-0432-HD-color8-women.jpg|ART-0432-HD-color2.jpg|ART-0432-HD-color2-men.jpg|ART-0432-HD-color2-women.jpg|ART-0432-HD-color5.jpg|ART-0432-HD-color5-men.jpg|ART-0432-HD-color5-women.jpg|ART-0432-HD-color9.jpg|ART-0432-HD-color9-men.jpg|ART-0432-HD-color9-women.jpg|ART-0432-HD-color10.jpg|ART-0432-HD-color10-men.jpg|ART-0432-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.2,4,4,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0433-HD,ART-0433-HD,موسیقی جهان,publish,product,product,variable,کار و تحصیل>ستاره شناس و فضانورد,#منظومه_خورشیدی,120000,,120000,no,instock,ART-0433-TS-color1.jpg|ART-0433-TS-color1-men.jpg|ART-0433-TS-color1-women.jpg|ART-0433-TS-color2.jpg|ART-0433-TS-color2-men.jpg|ART-0433-TS-color2-women.jpg|ART-0433-TS-color3.jpg|ART-0433-TS-color3-men.jpg|ART-0433-TS-color3-women.jpg|ART-0433-TS-color4.jpg|ART-0433-TS-color4-men.jpg|ART-0433-TS-color4-women.jpg|ART-0433-TS-color5.jpg|ART-0433-TS-color5-men.jpg|ART-0433-TS-color5-women.jpg|ART-0433-TS-color6.jpg|ART-0433-TS-color6-men.jpg|ART-0433-TS-color6-women.jpg|ART-0433-TS-color7.jpg|ART-0433-TS-color7-men.jpg|ART-0433-TS-color7-women.jpg|ART-0433-HD-color8.jpg|ART-0433-HD-color8-men.jpg|ART-0433-HD-color8-women.jpg|ART-0433-HD-color2.jpg|ART-0433-HD-color2-men.jpg|ART-0433-HD-color2-women.jpg|ART-0433-HD-color5.jpg|ART-0433-HD-color5-men.jpg|ART-0433-HD-color5-women.jpg|ART-0433-HD-color9.jpg|ART-0433-HD-color9-men.jpg|ART-0433-HD-color9-women.jpg|ART-0433-HD-color10.jpg|ART-0433-HD-color10-men.jpg|ART-0433-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.0,5,5,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0435-HD,ART-0435-HD,سوار بر ویتامین,publish,product,product,variable,شکم باز>میوه,#دوچرخه‌|#پرتقال,120000,,120000,no,instock,ART-0435-TS-color1.jpg|ART-0435-TS-color1-men.jpg|ART-0435-TS-color1-women.jpg|ART-0435-TS-color2.jpg|ART-0435-TS-color2-men.jpg|ART-0435-TS-color2-women.jpg|ART-0435-TS-color3.jpg|ART-0435-TS-color3-men.jpg|ART-0435-TS-color3-women.jpg|ART-0435-TS-color4.jpg|ART-0435-TS-color4-men.jpg|ART-0435-TS-color4-women.jpg|ART-0435-TS-color5.jpg|ART-0435-TS-color5-men.jpg|ART-0435-TS-color5-women.jpg|ART-0435-TS-color6.jpg|ART-0435-TS-color6-men.jpg|ART-0435-TS-color6-women.jpg|ART-0435-TS-color7.jpg|ART-0435-TS-color7-men.jpg|ART-0435-TS-color7-women.jpg|ART-0435-HD-color8.jpg|ART-0435-HD-color8-men.jpg|ART-0435-HD-color8-women.jpg|ART-0435-HD-color2.jpg|ART-0435-HD-color2-men.jpg|ART-0435-HD-color2-women.jpg|ART-0435-HD-color5.jpg|ART-0435-HD-color5-men.jpg|ART-0435-HD-color5-women.jpg|ART-0435-HD-color9.jpg|ART-0435-HD-color9-men.jpg|ART-0435-HD-color9-women.jpg|ART-0435-HD-color10.jpg|ART-0435-HD-color10-men.jpg|ART-0435-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,مشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.1,7,7,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0436-HD,ART-0436-HD,فرصت تسلیم شدن نیست,publish,product,product,variable,تفریح و فان>فان,#تخم‌مرغ|#فان,120000,,120000,no,instock,ART-0436-TS-color1.jpg|ART-0436-TS-color1-men.jpg|ART-0436-TS-color1-women.jpg|ART-0436-TS-color2.jpg|ART-0436-TS-color2-men.jpg|ART-0436-TS-color2-women.jpg|ART-0436-TS-color3.jpg|ART-0436-TS-color3-men.jpg|ART-0436-TS-color3-women.jpg|ART-0436-TS-color4.jpg|ART-0436-TS-color4-men.jpg|ART-0436-TS-color4-women.jpg|ART-0436-TS-color5.jpg|ART-0436-TS-color5-men.jpg|ART-0436-TS-color5-women.jpg|ART-0436-TS-color6.jpg|ART-0436-TS-color6-men.jpg|ART-0436-TS-color6-women.jpg|ART-0436-TS-color7.jpg|ART-0436-TS-color7-men.jpg|ART-0436-TS-color7-women.jpg|ART-0436-HD-color8.jpg|ART-0436-HD-color8-men.jpg|ART-0436-HD-color8-women.jpg|ART-0436-HD-color2.jpg|ART-0436-HD-color2-men.jpg|ART-0436-HD-color2-women.jpg|ART-0436-HD-color5.jpg|ART-0436-HD-color5-men.jpg|ART-0436-HD-color5-women.jpg|ART-0436-HD-color9.jpg|ART-0436-HD-color9-men.jpg|ART-0436-HD-color9-women.jpg|ART-0436-HD-color10.jpg|ART-0436-HD-color10-men.jpg|ART-0436-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.9,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0437-HD,ART-0437-HD,ایزوتوپ,publish,product,product,variable,کار و تحصیل>فیزیک دان,#اتم,120000,,120000,no,instock,ART-0437-TS-color1.jpg|ART-0437-TS-color1-men.jpg|ART-0437-TS-color1-women.jpg|ART-0437-TS-color2.jpg|ART-0437-TS-color2-men.jpg|ART-0437-TS-color2-women.jpg|ART-0437-TS-color3.jpg|ART-0437-TS-color3-men.jpg|ART-0437-TS-color3-women.jpg|ART-0437-TS-color4.jpg|ART-0437-TS-color4-men.jpg|ART-0437-TS-color4-women.jpg|ART-0437-TS-color5.jpg|ART-0437-TS-color5-men.jpg|ART-0437-TS-color5-women.jpg|ART-0437-TS-color6.jpg|ART-0437-TS-color6-men.jpg|ART-0437-TS-color6-women.jpg|ART-0437-TS-color7.jpg|ART-0437-TS-color7-men.jpg|ART-0437-TS-color7-women.jpg|ART-0437-HD-color8.jpg|ART-0437-HD-color8-men.jpg|ART-0437-HD-color8-women.jpg|ART-0437-HD-color2.jpg|ART-0437-HD-color2-men.jpg|ART-0437-HD-color2-women.jpg|ART-0437-HD-color5.jpg|ART-0437-HD-color5-men.jpg|ART-0437-HD-color5-women.jpg|ART-0437-HD-color9.jpg|ART-0437-HD-color9-men.jpg|ART-0437-HD-color9-women.jpg|ART-0437-HD-color10.jpg|ART-0437-HD-color10-men.jpg|ART-0437-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,ملانژ,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.5,3,3,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0438-HD,ART-0438-HD,جمع مربع‌ها,publish,product,product,variable,انتزاعی و سورئال>غیره,#هندسه,120000,,120000,no,instock,ART-0438-TS-color1.jpg|ART-0438-TS-color1-men.jpg|ART-0438-TS-color1-women.jpg|ART-0438-TS-color2.jpg|ART-0438-TS-color2-men.jpg|ART-0438-TS-color2-women.jpg|ART-0438-TS-color3.jpg|ART-0438-TS-color3-men.jpg|ART-0438-TS-color3-women.jpg|ART-0438-TS-color4.jpg|ART-0438-TS-color4-men.jpg|ART-0438-TS-color4-women.jpg|ART-0438-TS-color5.jpg|ART-0438-TS-color5-men.jpg|ART-0438-TS-color5-women.jpg|ART-0438-TS-color6.jpg|ART-0438-TS-color6-men.jpg|ART-0438-TS-color6-women.jpg|ART-0438-TS-color7.jpg|ART-0438-TS-color7-men.jpg|ART-0438-TS-color7-women.jpg|ART-0438-HD-color8.jpg|ART-0438-HD-color8-men.jpg|ART-0438-HD-color8-women.jpg|ART-0438-HD-color2.jpg|ART-0438-HD-color2-men.jpg|ART-0438-HD-color2-women.jpg|ART-0438-HD-color5.jpg|ART-0438-HD-color5-men.jpg|ART-0438-HD-color5-women.jpg|ART-0438-HD-color9.jpg|ART-0438-HD-color9-men.jpg|ART-0438-HD-color9-women.jpg|ART-0438-HD-color10.jpg|ART-0438-HD-color10-men.jpg|ART-0438-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.0,9,9,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0439-HD,ART-0439-HD,سرعت نسبی است,publish,product,product,variable,حیوانات جذاب>تنبل,#لاکپشت|#فان,120000,,120000,no,instock,ART-0439-TS-color1.jpg|ART-0439-TS-color1-men.jpg|ART-0439-TS-color1-women.jpg|ART-0439-TS-color2.jpg|ART-0439-TS-color2-men.jpg|ART-0439-TS-color2-women.jpg|ART-0439-TS-color3.jpg|ART-0439-TS-color3-men.jpg|ART-0439-TS-color3-women.jpg|ART-0439-TS-color4.jpg|ART-0439-TS-color4-men.jpg|ART-0439-TS-color4-women.jpg|ART-0439-TS-color5.jpg|ART-0439-TS-color5-men.jpg|ART-0439-TS-color5-women.jpg|ART-0439-TS-color6.jpg|ART-0439-TS-color6-men.jpg|ART-0439-TS-color6-women.jpg|ART-0439-TS-color7.jpg|ART-0439-TS-color7-men.jpg|ART-0439-TS-color7-women.jpg|ART-0439-HD-color8.jpg|ART-0439-HD-color8-men.jpg|ART-0439-HD-color8-women.jpg|ART-0439-HD-color2.jpg|ART-0439-HD-color2-men.jpg|ART-0439-HD-color2-women.jpg|ART-0439-HD-color5.jpg|ART-0439-HD-color5-men.jpg|ART-0439-HD-color5-women.jpg|ART-0439-HD-color9.jpg|ART-0439-HD-color9-men.jpg|ART-0439-HD-color9-women.jpg|ART-0439-HD-color10.jpg|ART-0439-HD-color10-men.jpg|ART-0439-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,خانم‌ها,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,زرشکی,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.4,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
ART-0440-HD,ART-0440-HD,لذت لبخند موسیقی,publish,product,product,variable,ایده و احساس>غیره,#هدفون,120000,,120000,no,instock,ART-0440-TS-color1.jpg|ART-0440-TS-color1-men.jpg|ART-0440-TS-color1-women.jpg|ART-0440-TS-color2.jpg|ART-0440-TS-color2-men.jpg|ART-0440-TS-color2-women.jpg|ART-0440-TS-color3.jpg|ART-0440-TS-color3-men.jpg|ART-0440-TS-color3-women.jpg|ART-0440-TS-color4.jpg|ART-0440-TS-color4-men.jpg|ART-0440-TS-color4-women.jpg|ART-0440-TS-color5.jpg|ART-0440-TS-color5-men.jpg|ART-0440-TS-color5-women.jpg|ART-0440-TS-color6.jpg|ART-0440-TS-color6-men.jpg|ART-0440-TS-color6-women.jpg|ART-0440-TS-color7.jpg|ART-0440-TS-color7-men.jpg|ART-0440-TS-color7-women.jpg|ART-0440-HD-color8.jpg|ART-0440-HD-color8-men.jpg|ART-0440-HD-color8-women.jpg|ART-0440-HD-color2.jpg|ART-0440-HD-color2-men.jpg|ART-0440-HD-color2-women.jpg|ART-0440-HD-color5.jpg|ART-0440-HD-color5-men.jpg|ART-0440-HD-color5-women.jpg|ART-0440-HD-color9.jpg|ART-0440-HD-color9-men.jpg|ART-0440-HD-color9-women.jpg|ART-0440-HD-color10.jpg|ART-0440-HD-color10-men.jpg|ART-0440-HD-color10-women.jpg,تیشرت|هودی,هودی,1|1|1,خانم‌ها|آقایان,آقایان,2|1|1,|ملانژ|مشکی|زرشکی|نارنجی|سرمه‌ایسفید|خاکستری|آبی|زرد|سبز خاکی,سرمه‌ای,3|1|1,M|L|XL|2XL|3XL|M|L|XL,L,4|1|1,۱۰۰ درصد نخ پنبه,5|1|0,چاپ دیجیتال با دوام جوهرافشان با استفاده از تکنولوژی مدرن DTG,6|1|0,جهت شست و شو لباس را پشت و رو کرده و با آب زیر ۴۰ درجه بشویید، ترجیحا از پودر صابون جهت شست‌ و شو استفاده کنید,7|1|0,هودی,8|1|0,4.2,8,8,instock,<img src='https://artshirt.ir/wp-content/uploads/sizechart/TS-Size-Chart.jpg' style='display: block;margin-left: auto;margin-right: auto;'/>,<ul><li><span style='font-size: 12px; color: #808080;'>جنس ۱۰۰ درصد نخ پنبه</span></li><li><span style='font-size: 12px; color: #808080;'>چاپ دیجیتال با دوام با استفاده از تکنولوژی مدرن DTG</span></li></ul>
